dataset,filename,psnr,ssim,lpips,niqe
FoggyCityscapes,FoggyCityscapes__4536.png,14.67766976683816,0.5665531754493713,0.3213956654071808,6.232484705448999
FoggyCityscapes,FoggyCityscapes__4537.png,20.566457445786238,0.679108997186025,0.1726660579442978,6.687950629048709
FoggyCityscapes,FoggyCityscapes__4538.png,9.60004787455441,0.3127376933892568,0.6195321679115295,6.722013661266906
FoggyCityscapes,FoggyCityscapes__4539.png,22.454894487212684,0.722163995107015,0.16402003169059753,5.512540549937631
FoggyCityscapes,FoggyCityscapes__4540.png,19.835997635534696,0.658605138460795,0.20228825509548187,5.6814959012051265
FoggyCityscapes,FoggyCityscapes__4541.png,9.179246427424781,0.2875693043073018,0.5595486760139465,5.489673539609831
FoggyCityscapes,FoggyCityscapes__4542.png,10.306255866690218,0.3826834758122762,0.496101438999176,5.85951172252503
FoggyCityscapes,FoggyCityscapes__4543.png,17.052184427875005,0.6134961843490601,0.23495599627494812,8.022515365509541
FoggyCityscapes,FoggyCityscapes__4544.png,21.71656675845483,0.7180126309394836,0.16709062457084656,5.591943426516274
FoggyCityscapes,FoggyCityscapes__4545.png,15.310161074376643,0.6406106551488241,0.24382105469703674,7.076289301776173
FoggyCityscapes,FoggyCityscapes__4546.png,17.0249571832209,0.6345661481221517,0.2545461058616638,4.8986548335363524
FoggyCityscapes,FoggyCityscapes__4547.png,20.60982013201846,0.6888683438301086,0.18943975865840912,6.381008207960967
FoggyCityscapes,FoggyCityscapes__4548.png,19.79076735758652,0.6601970195770264,0.21825124323368073,5.657424211412482
FoggyCityscapes,FoggyCityscapes__4549.png,20.714747976229447,0.7150714794794718,0.1524098515510559,5.717805075337214
FoggyCityscapes,FoggyCityscapes__4550.png,11.531573781821328,0.41061009963353473,0.4436962306499481,5.349724295436487
FoggyCityscapes,FoggyCityscapes__4551.png,20.899000034398444,0.708071231842041,0.1890822947025299,5.5614059426700395
FoggyCityscapes,FoggyCityscapes__4552.png,10.05440144169656,0.4096660117308299,0.46707087755203247,6.29977542140963
FoggyCityscapes,FoggyCityscapes__4553.png,15.127282363171737,0.5539948344230652,0.25807666778564453,5.979855140558413
FoggyCityscapes,FoggyCityscapes__4554.png,19.83085293814554,0.6791579922040304,0.2334739714860916,6.2279498012980845
FoggyCityscapes,FoggyCityscapes__4555.png,18.480817849873826,0.6994961301485697,0.18033035099506378,7.624924616749582
FoggyCityscapes,FoggyCityscapes__4556.png,9.741702346030813,0.3909607430299123,0.45361262559890747,6.402776446122728
FoggyCityscapes,FoggyCityscapes__4557.png,9.336428101797464,0.3079616626103719,0.5604764223098755,7.411566776745626
FoggyCityscapes,FoggyCityscapes__4558.png,17.540250160949313,0.6405285994211832,0.2056763470172882,6.064010021759661
FoggyCityscapes,FoggyCityscapes__4559.png,8.310457374403128,0.3970966140429179,0.4142700731754303,6.980333297469149
FoggyCityscapes,FoggyCityscapes__4560.png,21.125930731206125,0.7091344594955444,0.18554165959358215,5.576004059532133
FoggyCityscapes,FoggyCityscapes__4561.png,18.51022623485398,0.6739615996678671,0.21654392778873444,4.5740551040809025
FoggyCityscapes,FoggyCityscapes__4562.png,21.025198430683766,0.6907758514086405,0.15723131597042084,4.92803901704907
FoggyCityscapes,FoggyCityscapes__4563.png,20.66486966950553,0.6957727869351705,0.16560426354408264,6.673648488142989
FoggyCityscapes,FoggyCityscapes__4564.png,22.29430849118571,0.714432954788208,0.17477858066558838,7.743813255565932
FoggyCityscapes,FoggyCityscapes__4565.png,16.53833384973693,0.6276727716128031,0.23220226168632507,5.835806135038124
FoggyCityscapes,FoggyCityscapes__4566.png,11.063094096230788,0.3930538594722748,0.5294915437698364,7.0842516992263755
FoggyCityscapes,FoggyCityscapes__4567.png,19.732401930070257,0.6574583649635315,0.1993403434753418,5.249724849042049
FoggyCityscapes,FoggyCityscapes__4568.png,20.106885856655946,0.7037962079048157,0.21467643976211548,4.934811506905688
FoggyCityscapes,FoggyCityscapes__4569.png,20.25349291956691,0.6737973292668661,0.18778152763843536,7.4365281939329675
FoggyCityscapes,FoggyCityscapes__4570.png,17.710758138557786,0.6488179167111715,0.2105778157711029,6.790320890395771
FoggyCityscapes,FoggyCityscapes__4571.png,19.512540687532926,0.6734655102094015,0.18026942014694214,7.06993530989812
FoggyCityscapes,FoggyCityscapes__4572.png,19.98236715000224,0.6792310873667399,0.1933102011680603,7.120061875203754
FoggyCityscapes,FoggyCityscapes__4573.png,20.484876045530886,0.7021283109982809,0.16791076958179474,4.886186565320222
FoggyCityscapes,FoggyCityscapes__4574.png,16.264563386484138,0.5627457499504089,0.26867321133613586,5.408500414139316
FoggyCityscapes,FoggyCityscapes__4575.png,8.795907331964516,0.3083536724249522,0.587509274482727,6.39540277182914
LowLightTrafficData,LowLightTrafficData__697.png,13.725383916931719,0.3368541399637858,0.4015215039253235,5.454038635352737
LowLightTrafficData,LowLightTrafficData__698.png,14.091503239127247,0.37171725432078045,0.44360244274139404,6.5014421016881005
LowLightTrafficData,LowLightTrafficData__699.png,12.902571744577397,0.35239530603090924,0.5505332350730896,6.3168047622810075
LowLightTrafficData,LowLightTrafficData__700.png,14.576907175534446,0.38542141517003375,0.37842443585395813,7.548179036654116
LowLightTrafficData,LowLightTrafficData__701.png,12.15440632422948,0.4460865656534831,0.4545835256576538,5.1559872291839035
LowLightTrafficData,LowLightTrafficData__702.png,11.246284143433076,0.413428674141566,0.4171296954154968,8.968555006939205
LowLightTrafficData,LowLightTrafficData__703.png,8.75470690832136,0.30580798784891766,0.6685084104537964,7.536823390755522
LowLightTrafficData,LowLightTrafficData__704.png,14.774146353412156,0.3946448266506195,0.3470034897327423,6.71826943186471
LowLightTrafficData,LowLightTrafficData__705.png,16.267793919596507,0.4616859753926595,0.3907411992549896,8.265766135206416
LowLightTrafficData,LowLightTrafficData__706.png,11.27085953141599,0.25772160788377124,0.5864165425300598,6.905746940262307
LowLightTrafficData,LowLightTrafficData__707.png,13.592401865980248,0.2641037404537201,0.5586852431297302,5.480693063999541
LowLightTrafficData,LowLightTrafficData__708.png,15.633193469804896,0.43791138132413227,0.3599725663661957,5.211452797671681
LowLightTrafficData,LowLightTrafficData__709.png,13.806454369462106,0.3843659559885661,0.37217777967453003,6.65505085823902
LowLightTrafficData,LowLightTrafficData__710.png,10.615124765514878,0.35724617044130963,0.43451932072639465,5.620060047685595
LowLightTrafficData,LowLightTrafficData__711.png,9.6494342720288,0.3182207743326823,0.5893092751502991,6.188111261177107
LowLightTrafficData,LowLightTrafficData__712.png,11.569379859466608,0.29535605510075885,0.4998696744441986,5.5011142520363965
LowLightTrafficData,LowLightTrafficData__713.png,10.675459495076778,0.21196035047372183,0.6154642105102539,9.285073812484342
LowLightTrafficData,LowLightTrafficData__714.png,15.828493814165878,0.4662664830684662,0.36142411828041077,7.5148569658865165
LowLightTrafficData,LowLightTrafficData__715.png,15.708140298520767,0.4740181863307953,0.4071487784385681,6.143510524042948
LowLightTrafficData,LowLightTrafficData__716.png,16.853340335060196,0.47250837087631226,0.49284595251083374,7.927714397960324
LowLightTrafficData,LowLightTrafficData__717.png,15.359217884673484,0.5056281685829163,0.3108360469341278,7.346457015749796
LowLightTrafficData,LowLightTrafficData__718.png,11.76754795939697,0.27092109123865765,0.5088792443275452,5.933745904502405
LowLightTrafficData,LowLightTrafficData__719.png,10.058482642542849,0.3116658329963684,0.6249063014984131,6.335841255132206
LowLightTrafficData,LowLightTrafficData__720.png,15.317242089318444,0.3599417408307393,0.5321028232574463,6.7459215412588245
LowLightTrafficData,LowLightTrafficData__721.png,10.600833912601125,0.3298537035783132,0.47780895233154297,6.935969784005899
LowLightTrafficData,LowLightTrafficData__722.png,15.771158917073631,0.4557758569717407,0.38163942098617554,10.344947487890126
LowLightTrafficData,LowLightTrafficData__723.png,10.477051512409318,0.3029733697573344,0.6090553402900696,6.445535111028772
LowLightTrafficData,LowLightTrafficData__724.png,13.383668484239164,0.5197295844554901,0.3354254961013794,10.388659975238175
LowLightTrafficData,LowLightTrafficData__725.png,15.297923036895455,0.43484918276468915,0.38146406412124634,5.116436016448122
LowLightTrafficData,LowLightTrafficData__726.png,17.484941199373274,0.4410176972548167,0.46628469228744507,5.9430052699585065
LowLightTrafficData,LowLightTrafficData__727.png,14.910229479131454,0.36524175604184467,0.4405677318572998,4.947736480470081
LowLightTrafficData,LowLightTrafficData__728.png,12.483112200609254,0.31171659628550213,0.5557522177696228,7.0421845636069715
LowLightTrafficData,LowLightTrafficData__729.png,16.399875020817845,0.4666214684645335,0.32276302576065063,5.800008386723356
LowLightTrafficData,LowLightTrafficData__730.png,16.117981262752885,0.5106841524442037,0.323749840259552,7.795438800423825
LowLightTrafficData,LowLightTrafficData__731.png,17.620765535290094,0.4823273718357086,0.30400097370147705,7.285219661269119
LowLightTrafficData,LowLightTrafficData__732.png,10.243652701774963,0.3065685232480367,0.5364823937416077,7.949060164177399
LowLightTrafficData,LowLightTrafficData__733.png,9.15879067758945,0.2593272924423218,0.5484106540679932,5.225218804647675
LowLightTrafficData,LowLightTrafficData__734.png,14.60426469420012,0.3496163884798686,0.6186081767082214,5.926387526589897
LowLightTrafficData,LowLightTrafficData__735.png,10.380525273608665,0.20443595945835114,0.6099885106086731,4.503703701344959
LowLightTrafficData,LowLightTrafficData__736.png,12.486184060561508,0.38572506109873456,0.4357356131076813,6.404328569765722
RainCityscapes,RainCityscapes__1149.png,22.36019497297027,0.7037290533383688,0.14104509353637695,5.5262633448055585
RainCityscapes,RainCityscapes__1150.png,19.68882120461749,0.6404704451560974,0.20605811476707458,5.283270222291003
