protocol_id,domain,stem,bridge_time_index,bridge_time_value,single_epoch,reciprocal_KDD,reciprocal_KDD_M16,aio_anchor_deflection,single_anchor_deflection,proposal_floor,proposal_floor_M16,aio_checkpoint_sha256,single_checkpoint_sha256,image_sha256,proposal_seed,rollout_seed,M,target_content_read
unsb-sixdomain-expanded-phase-field-v1,FoggyCityscapes,FoggyCityscapes__2920,1,0.5,1,1.2178450731687347,1.2178369121228858,1.2112180934978254,1.2244720528396438,3.712625185059437e-08,7.532470961413296e-07,0a80223fad220ca02860846269aa022da6b51a08db9e848300ca8fa6f827f6c9,6a71e942c68c512ea39091de7a002cc3e582be5f0f9d368e3be38a858db2951c,8bfaad948dc0f8f40c074be4299f405635a8de7b1d3159ad7959916c1f28d206,5315958873619235064,7124317065298186925,32,False
unsb-sixdomain-expanded-phase-field-v1,FoggyCityscapes,FoggyCityscapes__2920,2,0.74,1,1.2313472117340725,1.2313870271782106,1.2267400587178952,1.2359543647502496,4.071097782221145e-07,2.623654629108074e-07,0a80223fad220ca02860846269aa022da6b51a08db9e848300ca8fa6f827f6c9,6a71e942c68c512ea39091de7a002cc3e582be5f0f9d368e3be38a858db2951c,8bfaad948dc0f8f40c074be4299f405635a8de7b1d3159ad7959916c1f28d206,1684515654431279713,1178140789981723862,32,False
unsb-sixdomain-expanded-phase-field-v1,FoggyCityscapes,FoggyCityscapes__2920,3,0.8600000000000001,1,1.1951468132857148,1.1950873426591593,1.1963885446011822,1.1939050819702477,2.161548725232443e-06,7.49022556645329e-07,0a80223fad220ca02860846269aa022da6b51a08db9e848300ca8fa6f827f6c9,6a71e942c68c512ea39091de7a002cc3e582be5f0f9d368e3be38a858db2951c,8bfaad948dc0f8f40c074be4299f405635a8de7b1d3159ad7959916c1f28d206,1613335678590063365,8634187390299187613,32,False
unsb-sixdomain-expanded-phase-field-v1,FoggyCityscapes,FoggyCityscapes__2455,1,0.5,1,1.1952285560463896,1.1952179723069718,1.1643067106461582,1.2261504014466211,5.2602511235733125e-08,5.7335035275052355e-08,0a80223fad220ca02860846269aa022da6b51a08db9e848300ca8fa6f827f6c9,6a71e942c68c512ea39091de7a002cc3e582be5f0f9d368e3be38a858db2951c,632561d56db9b58282145308328b5d45e363e58db30bf359caf2ebe74f512e64,8116278806880033058,7229378457794529069,32,False
unsb-sixdomain-expanded-phase-field-v1,FoggyCityscapes,FoggyCityscapes__2455,2,0.74,1,1.2179070579289817,1.2178891727814454,1.1948793128247686,1.2409348030331944,4.341595268853027e-07,2.625838705361261e-07,0a80223fad220ca02860846269aa022da6b51a08db9e848300ca8fa6f827f6c9,6a71e942c68c512ea39091de7a002cc3e582be5f0f9d368e3be38a858db2951c,632561d56db9b58282145308328b5d45e363e58db30bf359caf2ebe74f512e64,1610415126559435242,7445116504884907311,32,False
unsb-sixdomain-expanded-phase-field-v1,FoggyCityscapes,FoggyCityscapes__2455,3,0.8600000000000001,1,1.1912426404650145,1.1912024443104092,1.183772900246657,1.1987123806833715,2.256881580287029e-06,4.519921548151729e-08,0a80223fad220ca02860846269aa022da6b51a08db9e848300ca8fa6f827f6c9,6a71e942c68c512ea39091de7a002cc3e582be5f0f9d368e3be38a858db2951c,632561d56db9b58282145308328b5d45e363e58db30bf359caf2ebe74f512e64,5344751015696117466,4381331337912867046,32,False
unsb-sixdomain-expanded-phase-field-v1,FoggyCityscapes,FoggyCityscapes__2840,1,0.5,1,0.8479804830673527,0.8479789490966809,0.9748787434607052,0.7210822226740002,3.938825154925496e-09,1.4850424223666892e-09,0a80223fad220ca02860846269aa022da6b51a08db9e848300ca8fa6f827f6c9,6a71e942c68c512ea39091de7a002cc3e582be5f0f9d368e3be38a858db2951c,33ef6414c5ebdeeecbb6aaf7f2dc7ce90933c51d95fd4e8bca4fade5a60ff58f,5776387180928555224,2187588050654493446,32,False
unsb-sixdomain-expanded-phase-field-v1,FoggyCityscapes,FoggyCityscapes__2840,2,0.74,1,1.041926762252796,1.041928752226413,1.208966555605464,0.8748869689001281,2.460896486589092e-09,1.7657415019023406e-07,0a80223fad220ca02860846269aa022da6b51a08db9e848300ca8fa6f827f6c9,6a71e942c68c512ea39091de7a002cc3e582be5f0f9d368e3be38a858db2951c,33ef6414c5ebdeeecbb6aaf7f2dc7ce90933c51d95fd4e8bca4fade5a60ff58f,4797417248633443047,7496475456079361768,32,False
unsb-sixdomain-expanded-phase-field-v1,FoggyCityscapes,FoggyCityscapes__2840,3,0.8600000000000001,1,1.0889431592404866,1.0889510770400594,1.2236075750653888,0.9542787434155842,4.0772569764868656e-08,8.480947859546006e-07,0a80223fad220ca02860846269aa022da6b51a08db9e848300ca8fa6f827f6c9,6a71e942c68c512ea39091de7a002cc3e582be5f0f9d368e3be38a858db2951c,33ef6414c5ebdeeecbb6aaf7f2dc7ce90933c51d95fd4e8bca4fade5a60ff58f,779138810687915399,2138005170765206925,32,False
unsb-sixdomain-expanded-phase-field-v1,FoggyCityscapes,FoggyCityscapes__3067,1,0.5,1,0.9022811782266033,0.9022805785038726,1.069640977221879,0.7349213792313278,8.026496578494857e-09,9.623120911239624e-08,0a80223fad220ca02860846269aa022da6b51a08db9e848300ca8fa6f827f6c9,6a71e942c68c512ea39091de7a002cc3e582be5f0f9d368e3be38a858db2951c,05a6125a819afce3bd74fce58cbc0e744c01c99b27c72333b1c5faad0dcf8e96,1354377232183861524,6439503836081947022,32,False
unsb-sixdomain-expanded-phase-field-v1,FoggyCityscapes,FoggyCityscapes__3067,2,0.74,1,1.0857528968522394,1.0857542458906146,1.2957804035163738,0.875725390188105,1.6892882204189164e-08,2.496430622223045e-07,0a80223fad220ca02860846269aa022da6b51a08db9e848300ca8fa6f827f6c9,6a71e942c68c512ea39091de7a002cc3e582be5f0f9d368e3be38a858db2951c,05a6125a819afce3bd74fce58cbc0e744c01c99b27c72333b1c5faad0dcf8e96,3859526907425116337,3114824375071247233,32,False
unsb-sixdomain-expanded-phase-field-v1,FoggyCityscapes,FoggyCityscapes__3067,3,0.8600000000000001,1,1.1292183582590765,1.129216675484194,1.3097541491143925,0.9486825674037604,6.704158672654614e-07,1.0459839072662903e-07,0a80223fad220ca02860846269aa022da6b51a08db9e848300ca8fa6f827f6c9,6a71e942c68c512ea39091de7a002cc3e582be5f0f9d368e3be38a858db2951c,05a6125a819afce3bd74fce58cbc0e744c01c99b27c72333b1c5faad0dcf8e96,1575088470388902549,8698179786403998427,32,False
unsb-sixdomain-expanded-phase-field-v1,FoggyCityscapes,FoggyCityscapes__3727,1,0.5,1,0.8945760344221827,0.89458164985237,1.0490284062112598,0.7401236626331057,2.0885990714702984e-08,4.75842532043913e-09,0a80223fad220ca02860846269aa022da6b51a08db9e848300ca8fa6f827f6c9,6a71e942c68c512ea39091de7a002cc3e582be5f0f9d368e3be38a858db2951c,ab6007bfbce0423758333666c9b58a18e89aa4502a7e9ff32469ec6378cd435d,7937883156268828213,649985922343485269,32,False
unsb-sixdomain-expanded-phase-field-v1,FoggyCityscapes,FoggyCityscapes__3727,2,0.74,1,1.091160814599059,1.091159951740972,1.286856943188619,0.8954646860094991,3.587355579259821e-08,8.8952919252705e-08,0a80223fad220ca02860846269aa022da6b51a08db9e848300ca8fa6f827f6c9,6a71e942c68c512ea39091de7a002cc3e582be5f0f9d368e3be38a858db2951c,ab6007bfbce0423758333666c9b58a18e89aa4502a7e9ff32469ec6378cd435d,9091588604787665502,5607000260521426373,32,False
unsb-sixdomain-expanded-phase-field-v1,FoggyCityscapes,FoggyCityscapes__3727,3,0.8600000000000001,1,1.1525365138979984,1.1525505654964971,1.3326301874620767,0.97244284033392,1.1374320353363387e-06,2.2083336004286025e-06,0a80223fad220ca02860846269aa022da6b51a08db9e848300ca8fa6f827f6c9,6a71e942c68c512ea39091de7a002cc3e582be5f0f9d368e3be38a858db2951c,ab6007bfbce0423758333666c9b58a18e89aa4502a7e9ff32469ec6378cd435d,4777728378472377411,1253154930424460448,32,False
unsb-sixdomain-expanded-phase-field-v1,FoggyCityscapes,FoggyCityscapes__0085,1,0.5,1,0.879958742316529,0.8799586084588776,1.0702607963392494,0.6896566882938087,1.2173817509619764e-09,3.028953465822326e-08,0a80223fad220ca02860846269aa022da6b51a08db9e848300ca8fa6f827f6c9,6a71e942c68c512ea39091de7a002cc3e582be5f0f9d368e3be38a858db2951c,aad51e340ec6148cdcf1db208ac167e0925991e0e31ad3fcc279c198f1d954a9,9107604451071144338,50032284287119274,32,False
unsb-sixdomain-expanded-phase-field-v1,FoggyCityscapes,FoggyCityscapes__0085,2,0.74,1,1.075616862189514,1.0756177426712483,1.317449418486133,0.8337843058928949,2.8606982616086185e-07,2.0918728889096627e-06,0a80223fad220ca02860846269aa022da6b51a08db9e848300ca8fa6f827f6c9,6a71e942c68c512ea39091de7a002cc3e582be5f0f9d368e3be38a858db2951c,aad51e340ec6148cdcf1db208ac167e0925991e0e31ad3fcc279c198f1d954a9,904768617733021509,726236628935335064,32,False
unsb-sixdomain-expanded-phase-field-v1,FoggyCityscapes,FoggyCityscapes__0085,3,0.8600000000000001,1,1.1335719913989035,1.1335711410118927,1.3557892708925303,0.9113547119052774,7.419696224086891e-08,1.6643322692244666e-06,0a80223fad220ca02860846269aa022da6b51a08db9e848300ca8fa6f827f6c9,6a71e942c68c512ea39091de7a002cc3e582be5f0f9d368e3be38a858db2951c,aad51e340ec6148cdcf1db208ac167e0925991e0e31ad3fcc279c198f1d954a9,6809000521955770105,8920146662907220940,32,False
unsb-sixdomain-expanded-phase-field-v1,FoggyCityscapes,FoggyCityscapes__2664,1,0.5,1,0.4829912565517149,0.4829910804418127,0.6585910872831795,0.3073914258202503,9.101854270276989e-08,1.1942192290614886e-07,0a80223fad220ca02860846269aa022da6b51a08db9e848300ca8fa6f827f6c9,6a71e942c68c512ea39091de7a002cc3e582be5f0f9d368e3be38a858db2951c,1288705241b483457302fce64c2d80b4eb4b4ca0241056c98bccb39251af929e,8465020675664728712,1461665870298961152,32,False
unsb-sixdomain-expanded-phase-field-v1,FoggyCityscapes,FoggyCityscapes__2664,2,0.74,1,0.8249974720696667,0.8249974172275675,1.1806105139378016,0.4693844302015316,1.6603358687916625e-08,8.97447824943498e-08,0a80223fad220ca02860846269aa022da6b51a08db9e848300ca8fa6f827f6c9,6a71e942c68c512ea39091de7a002cc3e582be5f0f9d368e3be38a858db2951c,1288705241b483457302fce64c2d80b4eb4b4ca0241056c98bccb39251af929e,5638374907884851245,7569845040409803920,32,False
unsb-sixdomain-expanded-phase-field-v1,FoggyCityscapes,FoggyCityscapes__2664,3,0.8600000000000001,1,0.9812838547314088,0.981285063250568,1.3487161701594157,0.6138515393034021,1.9842215981391573e-07,1.1585190051732754e-07,0a80223fad220ca02860846269aa022da6b51a08db9e848300ca8fa6f827f6c9,6a71e942c68c512ea39091de7a002cc3e582be5f0f9d368e3be38a858db2951c,1288705241b483457302fce64c2d80b4eb4b4ca0241056c98bccb39251af929e,7923622022029383807,4749179003456892098,32,False
unsb-sixdomain-expanded-phase-field-v1,FoggyCityscapes,FoggyCityscapes__2625,1,0.5,1,1.139940044588455,1.139941071918308,1.207576522774678,1.072303566402233,8.042051691248275e-09,2.1638610236962563e-08,0a80223fad220ca02860846269aa022da6b51a08db9e848300ca8fa6f827f6c9,6a71e942c68c512ea39091de7a002cc3e582be5f0f9d368e3be38a858db2951c,8ba6de85ec12950e9f62c64463879e02c1c8e2962bc2085e6bea536cc583bf8a,8381417432614384626,7116833595949173986,32,False
unsb-sixdomain-expanded-phase-field-v1,FoggyCityscapes,FoggyCityscapes__2625,2,0.74,1,1.2022694999282446,1.202286542927222,1.2915261468794583,1.113012852977031,2.2421848366871447e-07,1.6852781049569998e-06,0a80223fad220ca02860846269aa022da6b51a08db9e848300ca8fa6f827f6c9,6a71e942c68c512ea39091de7a002cc3e582be5f0f9d368e3be38a858db2951c,8ba6de85ec12950e9f62c64463879e02c1c8e2962bc2085e6bea536cc583bf8a,2973400428850842853,8633864844293436764,32,False
unsb-sixdomain-expanded-phase-field-v1,FoggyCityscapes,FoggyCityscapes__2625,3,0.8600000000000001,1,1.1897090636428698,1.1897127338155409,1.2745733750063295,1.1048447522794098,1.2124460835316597e-07,7.461784704565488e-07,0a80223fad220ca02860846269aa022da6b51a08db9e848300ca8fa6f827f6c9,6a71e942c68c512ea39091de7a002cc3e582be5f0f9d368e3be38a858db2951c,8ba6de85ec12950e9f62c64463879e02c1c8e2962bc2085e6bea536cc583bf8a,1048292588868758108,6278196786523553036,32,False
unsb-sixdomain-expanded-phase-field-v1,FoggyCityscapes,FoggyCityscapes__1850,1,0.5,1,0.4745406946000018,0.4745338482907925,0.62993604272038,0.3191453464796238,1.1512118991419129e-07,2.9187253502982458e-08,0a80223fad220ca02860846269aa022da6b51a08db9e848300ca8fa6f827f6c9,6a71e942c68c512ea39091de7a002cc3e582be5f0f9d368e3be38a858db2951c,72ef3e853b844ae401ba10ee9803129f718cf8abb9ae84eeb71056945363620b,2718565535565617292,1707486835575269863,32,False
