dataset,filename,psnr,ssim,lpips,niqe
FoggyCityscapes,FoggyCityscapes__4000.png,20.03156313534468,0.6802392403284708,0.16350550949573517,6.6056497030170425
FoggyCityscapes,FoggyCityscapes__4001.png,19.944950053394766,0.6289483507474264,0.20665457844734192,5.595355434483511
FoggyCityscapes,FoggyCityscapes__4002.png,13.30810655486962,0.5103384057680765,0.38853949308395386,6.389371598448783
FoggyCityscapes,FoggyCityscapes__4003.png,19.301943234647364,0.6555512944857279,0.16444948315620422,4.498983132536852
FoggyCityscapes,FoggyCityscapes__4004.png,20.288956724360034,0.6649509867032369,0.18057750165462494,6.941379506281051
FoggyCityscapes,FoggyCityscapes__4005.png,23.423350106612503,0.7449589769045512,0.14363449811935425,6.872502768823533
FoggyCityscapes,FoggyCityscapes__4006.png,17.429617392169767,0.5903019110361735,0.24426570534706116,5.496368295364998
FoggyCityscapes,FoggyCityscapes__4007.png,22.509758695599928,0.6802164514859518,0.17465250194072723,5.3840063050029014
FoggyCityscapes,FoggyCityscapes__4008.png,19.62472206880234,0.6540303230285645,0.18038594722747803,5.777432125685239
FoggyCityscapes,FoggyCityscapes__4009.png,18.250944080439574,0.632133404413859,0.24821019172668457,7.024625120731161
FoggyCityscapes,FoggyCityscapes__4010.png,23.445123635645018,0.6885315577189127,0.13881361484527588,7.30831598488965
FoggyCityscapes,FoggyCityscapes__4011.png,16.77587841854143,0.5967926780382792,0.24865494668483734,5.1681217594619975
FoggyCityscapes,FoggyCityscapes__4012.png,19.906734085646782,0.5846243898073832,0.23668189346790314,6.222008834265687
FoggyCityscapes,FoggyCityscapes__4013.png,10.437755779476,0.4501262108484904,0.373721718788147,6.19610849114995
FoggyCityscapes,FoggyCityscapes__4014.png,17.718835709323404,0.6594342986742655,0.2121134251356125,6.226392694340911
FoggyCityscapes,FoggyCityscapes__4015.png,18.558794815371805,0.6419134140014648,0.21022754907608032,5.115647132322928
LowLightTrafficData,LowLightTrafficData__161.png,12.954386889523768,0.3881593545277913,0.4338075816631317,7.125015212221646
LowLightTrafficData,LowLightTrafficData__162.png,8.225418114103803,0.20742678145567575,0.7519983053207397,13.512689599338632
LowLightTrafficData,LowLightTrafficData__163.png,9.270032814277915,0.18214921156565347,0.5864880681037903,8.60033930443461
LowLightTrafficData,LowLightTrafficData__164.png,12.497847078141959,0.3399859070777893,0.44324421882629395,6.562533870135375
LowLightTrafficData,LowLightTrafficData__165.png,15.398675802512852,0.5361814697583517,0.26429346203804016,5.732621483771815
LowLightTrafficData,LowLightTrafficData__166.png,15.3788875171049,0.4096922278404236,0.5038920044898987,15.485281157756651
LowLightTrafficData,LowLightTrafficData__167.png,15.801450261046668,0.47114164630572003,0.2565174996852875,9.28445463919718
LowLightTrafficData,LowLightTrafficData__168.png,8.686575461468355,0.23310633500417074,0.5354645252227783,4.758855370030937
LowLightTrafficData,LowLightTrafficData__169.png,12.444841764389237,0.25163601338863373,0.6446486115455627,6.222291808007234
LowLightTrafficData,LowLightTrafficData__170.png,9.536786101154215,0.16575583318869272,0.6497119665145874,8.235225585166708
LowLightTrafficData,LowLightTrafficData__171.png,13.561515685877335,0.43282678723335266,0.373374342918396,7.612983857472047
LowLightTrafficData,LowLightTrafficData__172.png,8.146798597597947,0.23432205617427826,0.6941986083984375,8.49457918042885
LowLightTrafficData,LowLightTrafficData__173.png,13.235413745474336,0.3402602771917979,0.516650378704071,7.777026165948947
LowLightTrafficData,LowLightTrafficData__174.png,16.296958746249153,0.5152217745780945,0.3756001889705658,7.9196776252793155
LowLightTrafficData,LowLightTrafficData__175.png,9.646264358522595,0.2765179971853892,0.7174659967422485,10.804710745554779
LowLightTrafficData,LowLightTrafficData__176.png,13.547490377119475,0.5807217160860697,0.33175134658813477,7.286519226669085
RainCityscapes,RainCityscapes__0613.png,21.9876691235307,0.6966189742088318,0.17624861001968384,6.43724567452198
RainCityscapes,RainCityscapes__0614.png,23.985655440104846,0.7248916625976562,0.12374807149171829,7.319031847466209
RainCityscapes,RainCityscapes__0615.png,23.39198690054339,0.7437756856282552,0.11411811411380768,5.095903763872133
RainCityscapes,RainCityscapes__0616.png,24.500009697937266,0.7500426371892294,0.10721646249294281,6.415212902313859
RainCityscapes,RainCityscapes__0617.png,22.154597031742064,0.6917553941408793,0.16445715725421906,5.496090504730386
RainCityscapes,RainCityscapes__0618.png,21.873349555403266,0.6750357945760092,0.1543729603290558,5.915156660459539
RainCityscapes,RainCityscapes__0619.png,22.734213937418254,0.6967438459396362,0.18580356240272522,6.652457342920491
RainCityscapes,RainCityscapes__0620.png,23.959135846075377,0.7599107424418131,0.10713836550712585,6.007756527194457
RainCityscapes,RainCityscapes__0621.png,25.548049066138432,0.7674285372098287,0.1279306858778,5.717818472422851
RainCityscapes,RainCityscapes__0622.png,22.56168656441469,0.7350648045539856,0.14891807734966278,8.332795629067071
RainCityscapes,RainCityscapes__0623.png,20.60368852813798,0.6233771443367004,0.2222827970981598,6.0147492427824725
RainCityscapes,RainCityscapes__0624.png,26.62587272197287,0.8016261458396912,0.0699693039059639,5.274218852031703
RainCityscapes,RainCityscapes__0625.png,23.194654930123548,0.7336030999819437,0.14634424448013306,6.843612613873784
RainCityscapes,RainCityscapes__0626.png,23.822162105882363,0.7502638697624207,0.13247999548912048,7.398528585858007
RainCityscapes,RainCityscapes__0627.png,22.133616032962973,0.7248526811599731,0.13441036641597748,6.004140715867355
RainCityscapes,RainCityscapes__0628.png,26.882692217125772,0.8045539657274882,0.06515628099441528,6.53827519050276
RSCityscapes,RSCityscapes__0613.png,20.736371384896067,0.5613113045692444,0.3025254011154175,6.458804492717605
RSCityscapes,RSCityscapes__0614.png,20.224987954250004,0.5874412059783936,0.3075544834136963,6.041212037640994
RSCityscapes,RSCityscapes__0615.png,21.262158837986238,0.602515439192454,0.26264673471450806,5.802453889488317
RSCityscapes,RSCityscapes__0616.png,20.66911605283794,0.6079572439193726,0.25284117460250854,6.331791697004504
RSCityscapes,RSCityscapes__0617.png,20.360963334838743,0.5654923717180887,0.2713513672351837,6.475410485651055
RSCityscapes,RSCityscapes__0618.png,21.243246854875785,0.6302087306976318,0.2533155381679535,6.448228205022759
RSCityscapes,RSCityscapes__0619.png,20.46486838314149,0.583490788936615,0.32430851459503174,6.873058596102388
RSCityscapes,RSCityscapes__0620.png,18.48823996557655,0.5303456981976827,0.3277249336242676,6.50018968840356
RSCityscapes,RSCityscapes__0621.png,21.41325348073599,0.6168279449144999,0.2492704689502716,6.320531198084578
RSCityscapes,RSCityscapes__0622.png,20.768219410146468,0.6242754260698954,0.2344440072774887,5.565497468269799
RSCityscapes,RSCityscapes__0623.png,20.02011145286189,0.5765836834907532,0.27630072832107544,6.154890247923346
RSCityscapes,RSCityscapes__0624.png,18.46463072749063,0.5274486343065897,0.34564408659935,6.22641294461269
RSCityscapes,RSCityscapes__0625.png,21.320489146827107,0.6543857256571451,0.22840729355812073,6.2935623448755535
RSCityscapes,RSCityscapes__0626.png,19.181206493750807,0.5329822103182474,0.29297858476638794,6.431051091312936
RSCityscapes,RSCityscapes__0627.png,19.89345144190245,0.6015401283899943,0.2576325535774231,4.956844477038879
RSCityscapes,RSCityscapes__0628.png,20.154926213882494,0.6073700586954752,0.2601374089717865,7.18986799351641
SnowTrafficData,SnowTrafficData__0691.png,19.90124677033439,0.567772110303243,0.23667557537555695,6.591153112583823
SnowTrafficData,SnowTrafficData__0692.png,22.157231658272877,0.7480259935061137,0.15799234807491302,6.8609883574154225
SnowTrafficData,SnowTrafficData__0693.png,24.111405491086725,0.7379350066184998,0.1797478348016739,8.878794413525313
SnowTrafficData,SnowTrafficData__0694.png,21.434960845495084,0.6811815897623698,0.13396941125392914,6.299280577326201
SnowTrafficData,SnowTrafficData__0695.png,23.151484901607304,0.6151691277821859,0.27469348907470703,9.30216917707613
SnowTrafficData,SnowTrafficData__0696.png,23.32911959554111,0.6624689896901449,0.18573948740959167,6.981708393890089
SnowTrafficData,SnowTrafficData__0697.png,17.450240900777093,0.5873969992001852,0.21426795423030853,6.798405380526263
SnowTrafficData,SnowTrafficData__0698.png,22.97541761007656,0.663716991742452,0.15101507306098938,5.43934163014065
SnowTrafficData,SnowTrafficData__0699.png,22.22491584363146,0.7036460240681967,0.16773079335689545,7.914421376012634
SnowTrafficData,SnowTrafficData__0700.png,19.995688583899,0.7290192445119222,0.2724263668060303,8.890766529257291
SnowTrafficData,SnowTrafficData__0701.png,16.62331965601254,0.5329963664213816,0.3232182562351227,8.851954534805273
SnowTrafficData,SnowTrafficData__0702.png,19.926138816740945,0.6624326705932617,0.16579271852970123,7.621610035523068
SnowTrafficData,SnowTrafficData__0703.png,16.116852999280848,0.5183747212092081,0.2824593186378479,7.559823130981565
SnowTrafficData,SnowTrafficData__0704.png,18.374101722773574,0.6286057631174723,0.23557858169078827,7.392578360143185
SnowTrafficData,SnowTrafficData__0705.png,20.30451345121735,0.5740848382314047,0.2023809850215912,8.393881907881495
SnowTrafficData,SnowTrafficData__0706.png,16.49617496167988,0.399111529191335,0.45018792152404785,6.39260010516506
